uid,lon,lat,nomen
130,-79.4064179016455,43.7442649292848,
131,-79.4173785298021,43.7874438198849,
132,-79.4072877927693,43.6747948175712,
133,-79.4182618038659,43.7025304542588,
134,-79.396179952269,43.8032643386557,
135,-79.4034558108456,43.6670363693002,
136,-79.3998201120474,43.7640155043855,
137,-79.3936104277196,43.7924075739348,
138,-79.4043613403,43.7345296792,
139,-79.4075956003975,43.656517461278,
140,-79.4021353607297,43.7251677612396,
141,-79.4058825840312,43.6522160924153,
142,-79.4032193788993,43.6979087450476,
143,-79.3871598504652,43.6643711934703,
144,-79.401506362533,43.6866442537464,
145,-79.4001011537949,43.6579684554848,
146,-79.392111538399,43.784961787189,
147,-79.3845019371,43.7481493154,
148,-79.3869457234194,43.7003555769675,
149,-79.3643553200887,43.7715996877589,
150,-79.3708058973431,43.8012482325502,
151,-79.3680222457479,43.7899257488003,
152,-79.3822929211534,43.7278075724676,
153,-79.3751152041396,43.6776894055687,
154,-79.3746735671076,43.6670817054039,
155,-79.3770111206906,43.7109314660684,
156,-79.3720772766776,43.6978601957778,
157,-79.3558125431576,43.7344324650513,
158,-79.3060324659922,43.7991545113865,
159,-79.3720906596179,43.808226769489,
160,-79.3593634833339,43.8116478911627,
161,-79.3474464269,43.7760017291,
162,-79.3690183014,43.6495798506,
163,-79.3546393053861,43.7926402397203,
164,-79.3649843182857,43.7137013394529,
165,-79.3514140167589,43.6624572452155,
166,-79.3449634395046,43.679321191856,
167,-79.3644222347905,43.6556364832828,
168,-79.3529932037215,43.7019996879629,
169,-79.3391463214272,43.72063840043,
170,-79.347425900531,43.6856342297628,
171,-79.3437143650707,43.7372012444432,
172,-79.3375760564248,43.681179560697,
173,-79.3364385064941,43.8039622055757,
174,-79.3428578568876,43.6948533005276,
175,-79.3324503902663,43.7594955689178,
176,-79.3414838750106,43.8155242777978,
177,-79.3229485026094,43.7751877746334,
178,-79.331219159753,43.6630013179755,
179,-79.3193038818509,43.7001354956721,
180,-79.2921409738967,43.8144486059068,
181,-79.3238444242,43.7405122259,
182,-79.3254421904968,43.7243654424574,
183,-79.3238719254944,43.6837695251072,
184,-79.3018569885993,43.8121033797291,
185,-79.2871089883207,43.8280917186867,
186,-79.3165916059376,43.66636280027,
187,-79.3160964371443,43.7966729684076,
188,-79.3201648510142,43.7817039617808,
189,-79.3151328654382,43.7578853800851,
190,-79.3098822918362,43.7421691982661,
191,-79.3110243027471,43.7076954694052,
192,-79.3079596094043,43.7787562514108,
193,-79.302203104,43.6922718111,
194,-79.302178179168,43.7904686569164,
195,-79.3107700268802,43.6808752324864,
196,-79.3017454640963,43.7242619166651,
197,-79.2863327777797,43.8036520435137,
198,-79.3007863533704,43.7612221084622,
199,-79.2964235148124,43.6710063859546,
200,-79.2952707764,43.7069913754,
201,-79.2865736707061,43.6867025238383,
202,-79.2947506472672,43.7454809368689,
203,-79.2816487486531,43.8156890186167,
204,-79.298109765298,43.7810058330769,
205,-79.2877558304381,43.7277816925341,
206,-79.2894688468044,43.6943354130366,
207,-79.2881840845295,43.7833458247092,
208,-79.2808725381121,43.7120057780587,
209,-79.2807352738,43.7659185724,
210,-79.278619743151,43.7854142488006,
211,-79.3306838421385,43.8041366710231,
212,-79.273480694052,43.7984436633271,
213,-79.2749037467107,43.695092821969,
214,-79.2680561422256,43.7069705820338,
215,-79.277455019,43.7295732593,
216,-79.2649869879025,43.7515864712594,
217,-79.2665572529049,43.8079553972831,
218,-79.2752249372794,43.8310369786671,
219,-79.2719996486523,43.8179275102653,
220,-79.2709825451845,43.7678820718107,
221,-79.2648397755586,43.6999089405478,
222,-79.2707844268,43.7139154755,
223,-79.2589914306204,43.7896025868495,
224,-79.2625602147168,43.7987021545158,
225,-79.2679312347824,43.8328873796476,
226,-79.2635366053,43.7335873229,
227,-79.260744595808,43.7163546019377,
228,-79.2612754524421,43.770054480867,
229,-79.2620427410232,43.8200980881327,
230,-79.2552798951601,43.7535007893258,
231,-79.2540932744483,43.7793671376208,
232,-79.2554135722,43.7273351322,
233,-79.2622702510092,43.6932284134218,
234,-79.2478032924783,43.8241289505038,
235,-79.2410047587742,43.7984953616549,
236,-79.2453586753719,43.7555702530058,
237,-79.2413928640449,43.7208778181333,
238,-79.2512427081511,43.7189365657486,
239,-79.2235935533637,43.8308625923498,
240,-79.2317972958053,43.8154499827688,
241,-79.2385066099069,43.7388572751732,
242,-79.2416471399116,43.7742956219311,
243,-79.2323683012609,43.7251936423105,
244,-79.2176649107834,43.798081773771,
245,-79.2387921126344,43.793842331748,
246,-79.2187355460122,43.8065080578842,
247,-79.2339385662632,43.781639320579,
248,-79.235061744,43.757385751,
249,-79.2317972958055,43.7404097620942,
250,-79.2317972958053,43.7763643613257,
251,-79.2188069216944,43.7432041363978,
252,-79.3819672696048,43.7364443712919,
253,-79.221019567834,43.8197395606599,
254,-79.2063161773565,43.8133826055047,
255,-79.204924351559,43.7825960031783,
256,-79.2060306746288,43.749620350682,
257,-79.199749614619,43.8019073516994,
258,-79.213953375323,43.810539844087,
259,-79.2160232700989,43.7618299419036,
260,-79.1933258032454,43.7853625390767,
261,-79.1888171738,43.7682750627,
262,-79.1706997120739,43.8083689163393,
263,-79.1618580494751,43.7737816583114,
264,-79.1369925462829,43.7796192475579,
265,-79.2912576998328,43.7631619806773,
266,-79.2568233942821,43.7852623513584,
267,-79.1635710658414,43.7924754348831,
268,-79.1685762855367,43.784370350025,
269,-79.2329482286767,43.8076743319041,
270,-79.2020871682025,43.8218810033669,
271,-79.1315323066153,43.7808603885637,
272,-79.5989850305111,43.7523366843356,
273,-79.6141880507621,43.7455068091004,
274,-79.5868801609539,43.6992486892683,
275,-79.5916511791929,43.7399375516122,
276,-79.5866771863581,43.7260477113324,
277,-79.5955322318978,43.6867025238383,
278,-79.5811098831676,43.7138825416302,
279,-79.2253021087497,43.7598124282485,
280,-79.3208072321516,43.8063659065746,
281,-79.4366098151015,43.6406319481444,
282,-79.4620195578684,43.693092464682,
283,-79.4519198988756,43.7527247218659,
284,-79.4327555282773,43.6697305693074,
285,-79.4340402905521,43.7372788719139,
286,-79.4384298949909,43.7554667815333,
287,-79.4225844936026,43.7590881758667,
288,-79.3794019233,43.6460023624,
289,-79.3980312590189,43.652837996256,
290,-79.3880431245291,43.7668087689647,
291,-79.3901710120467,43.7083459188622,
292,-79.402028297207,43.6630466571481,
293,-79.3599523327095,43.7530610190095,
294,-79.2576352926637,43.8099712754523,
295,-79.5467781801596,43.6969506988082,
296,-79.4071004316042,43.7815488227783,
297,-79.3396081017,43.6517103542,
298,-79.3315336588516,43.7930861799263,
299,-79.346903965857,43.7557707284709,
300,-79.3400251345111,43.661048462317,
301,-79.558483791996,43.6942577295244,
302,-79.5654072331432,43.737175368597,
303,-79.5563670569291,43.6144232700313,
304,-79.5448108879267,43.6321173341555,
305,-79.5599023836741,43.6462882459494,
306,-79.4918545929148,43.6671918072263,
307,-79.3112236594,43.8086839902,
308,-79.3073439941476,43.8235960397098,
309,-79.31695798,43.8209352836,
310,-79.2844324002483,43.6810306343201,
311,-79.2848294274788,43.7475506798088,
312,-79.5561596213535,43.7172476246514,
313,-79.5514488263462,43.7264100399401,
314,-79.5636540679561,43.7051324351975,
315,-79.5978608635208,43.7225472445263,
316,-79.3987829341695,43.6624912499085,work
317,-79.6285345628299,43.7478352638273,
318,-79.6179888058248,43.7332615172216,
319,-79.6141345190007,43.7553051069971,
320,-79.5878437326599,43.6655078747705,
321,-79.6015947038813,43.6998506833765,
322,-79.5113044662406,43.6839249193913,
323,-79.4309354483883,43.7763126437192,
324,-79.4297577496364,43.7193183503876,
325,-79.4281116479722,43.7123940788259,
326,-79.2470716917384,43.7363732117823,
327,-79.251122261688,43.8366073827017,
328,-79.2429319021863,43.8130208070737,
329,-79.3354704738079,43.6692642741748,
330,-79.3427151055237,43.6676063063809,
331,-79.3279403393644,43.6709740051592,
332,-79.3730140825028,43.6631956284723,
333,-79.3709798755678,43.6582988108382,
334,-79.4511303053944,43.6657798978504,
335,-79.4464462762678,43.6667319688542,
336,-79.4390053614266,43.6684612017839,
337,-79.453298341733,43.6707149581627,
338,-79.4409325048387,43.6729686293185,
339,-79.4308685336867,43.6746782540357,
340,-79.4544225087234,43.6754941939966,
341,-79.4354722651711,43.6796125775618,
342,-79.4254082940191,43.6817105125763,
343,-79.4691972748828,43.6627487133831,
344,-79.4693043384057,43.6823321087638,
345,-79.4402901237014,43.692043706829,
346,-79.3299076315976,43.6976368686273,
347,-79.3263745353421,43.6905676459699,
348,-79.2907223822183,43.7099089101368,
349,-79.3198436604455,43.6740177230273,
350,-79.3550943253584,43.6885282911768,
351,-79.3932089395087,43.6881398347278,
352,-79.4429934776545,43.6781167824872,
353,-79.4254350598998,43.7009575598839,
354,-79.4646203092791,43.7047829219823,
355,-79.4074483880536,43.704860591763,
356,-79.3579850404765,43.6768929222226,
357,-79.3768282205059,43.6722303671192,
358,-79.4357131580977,43.6988020445453,
359,-79.4780032496408,43.7086662868776,
360,-79.4761831697516,43.6993457855039,
361,-79.4600165777946,43.6554421481492,
362,-79.4350707769603,43.6600282884021,
363,-79.4460983198184,43.6387269573751,
364,-79.3865710010893,43.6507779149445,
365,-79.4027375930463,43.6438586304693,
366,-79.3905323514363,43.6598728317967,
367,-79.3962067181497,43.6486011479399,
368,-79.4842129339687,43.6304842556375,
369,-79.3791836180096,43.6524881761436,
370,-79.52532532676,43.7030741611676,
371,-79.5163319908369,43.7002002255493,
372,-79.5007007164944,43.6907230225198,
373,-79.4865683314723,43.694684987587,
374,-79.5193297694779,43.6659353390529,
375,-79.4954546038725,43.6761158550394,
376,-79.4913861900026,43.6824875067973,
377,-79.4587318155199,43.6643809087869,
378,-79.4819645999879,43.6655467352865,
379,-79.4630143564356,43.6735514614367,
380,-79.4700805489466,43.6654690142292,
381,-79.4113026748778,43.684663036705,
382,-79.3968490992871,43.6748725264683,
383,-79.4184759309117,43.6640700178696,
384,-79.3668713128767,43.6618937360509,
385,-79.4135510088585,43.6417593630093,
386,-79.4286469655866,43.6420703702572,
387,-79.4576611802909,43.6482901747396,
389,-79.3553084524042,43.6576186654685,
390,-79.3567002782018,43.6839637678989,
391,-79.427255139789,43.638804713291,
392,-79.3997398144052,43.6363942327782,
393,-79.4210454554612,43.6901015138877,
394,-79.3652653600333,43.6450248582496,
395,-79.4141933899959,43.6733183292735,
396,-79.3416043214737,43.6911114621215,
397,-79.5335692180228,43.6043100216144,
398,-79.5267171525576,43.6209570736524,
399,-79.4890307924989,43.6136453886422,
400,-79.5462027137243,43.6163679291724,
401,-79.313018360861,43.6863917493561,
402,-79.3156949489333,43.6926846166004,
403,-79.3073439941476,43.6947044083352,
404,-79.3525248008089,43.665488444503,
405,-79.3500623397824,43.6930730434081,
406,-79.3829040754301,43.6612524950052,
407,-79.3695746668298,43.6682474790826,
408,-79.3678884163442,43.6643420475109,
409,-79.3689322856924,43.6737263099607,
410,-79.3808966343758,43.6562972179993,
411,-79.388524910382,43.654898006406,
412,-79.3849115164844,43.6476682234751,
413,-79.305657743662,43.6687137821699,
414,-79.3254912612782,43.6643420475109,
415,-79.3935033641966,43.6656244562424,
416,-79.3862765764013,43.6706955295925,
417,-79.3978394368738,43.6686554944835,
418,-79.4039420576788,43.6472017557708,
419,-79.4263450998444,43.6623017949434,
420,-79.4892984513061,43.6768734956665,
421,-79.4384700438121,43.6870132966991,
422,-79.4766917214853,43.6814191371307,
423,-79.5263357387573,43.6513998337825,
424,-79.4935542263412,43.6716863785938,
425,-79.4480254632305,43.6582210803314,
426,-79.4505949877799,43.6762324157628,
427,-79.4428864141315,43.6591538397241,
428,-79.5014233952739,43.6693549429585,
429,-79.4321867533123,43.7838079944697,
430,-79.2933922788206,43.7950637874155,
431,-79.2834353711914,43.7970413290026,
432,-79.3258325262575,43.7944239804394,
433,-79.3108971648138,43.7855241318144,
434,-79.3296065154395,43.7893052763008,
435,-79.3253507404045,43.7802883033546,
436,-79.2680985215369,43.7875019912815,
437,-79.251236016681,43.7718518306748,
438,-79.2969253750761,43.801345162296,
439,-79.2773327503865,43.8056486834071,
440,-79.2258820361658,43.8048829896445,
441,-79.4114298128113,43.7617264813314,
442,-79.4424247026891,43.7092099377456,
443,-79.4641251404858,43.6644586312629,
444,-79.3833189465815,43.6903248692989,
445,-79.3883509321575,43.676960915119,
446,-79.3438125066336,43.7077245941598,
447,-79.3132994026087,43.726050946419,
448,-79.3622274325713,43.7026760905248,
449,-79.3500221909614,43.7171214374724,
450,-79.3965948234203,43.7262838721933,
451,-79.3123358309027,43.7356777848188,
452,-79.2577334342267,43.7746350294301,
453,-79.1851711315853,43.7844576116165,scarbs
454,-79.227595052532,43.7961204232273,
